1937-03-18	17.8
1937-03-19	25.4
1937-03-20	24.8
1937-03-21	19
1937-03-22	16.8
1937-03-23	16.3
1937-03-24	16.3
1937-03-25	16.3
1937-03-26	16.8
1937-03-27	15.8
1937-03-28	14.8
1937-03-29	14.8
1937-03-30	14.8
1937-03-31	14.3
1937-04-01	14.3
1937-04-02	14.8
1937-04-03	15.3
1937-04-04	15.3
1937-04-05	15.8
1937-04-06	15.8
1937-04-07	17.3
1937-04-08	14.8
1937-04-09	13.8
1937-04-10	13.3
1937-04-11	14.3
1937-04-12	14.8
1937-04-13	14.3
1937-04-14	15.3
1937-04-15	27.6
1937-04-16	19.6
1937-04-17	18.4
1937-04-18	17.3
1937-04-19	22.3
1937-04-20	33.8
1937-04-21	26.8
1937-04-22	20.9
1937-04-23	19.6
1937-04-24	17.8
1937-04-25	29
1937-04-26	36
1937-04-27	63
1937-04-28	48
1937-04-29	52
1937-04-30	49
1937-05-01	43
1937-05-02	56
1937-05-03	55
1937-05-04	67
1937-05-05	98
1937-05-06	78
1937-05-07	98
1937-05-08	35.4
1937-05-09	62.5
1937-05-10	160
1937-05-11	234
1937-05-12	176
1937-05-13	179
1937-05-14	151
1937-05-15	114
1937-05-16	196
1937-05-17	198
1937-05-18	158
1937-05-19	176
1937-05-20	194
1937-05-21	117
1937-05-22	103
1937-05-23	274
1937-05-24	234
1937-05-25	135
1937-05-26	132
1937-05-27	120
1937-05-28	158
1937-05-29	316
1937-05-30	344
1937-05-31	344
1937-06-01	183
1937-06-02	138
1937-06-03	117
1937-06-04	103
1937-06-05	95
1937-06-06	92.5
1937-06-07	120
1937-06-08	108.5
1937-06-09	95
1937-06-10	111.5
1937-06-11	126
1937-06-12	129
1937-06-13	138
1937-06-14	179
1937-06-15	233
1937-06-16	304
1937-06-17	198
1937-06-18	151
1937-06-19	151
1937-06-20	194
1937-06-21	344
1937-06-22	165
1937-06-23	298
1937-06-24	169
1937-06-25	187
1937-06-26	242
1937-06-27	138
1937-06-28	114
1937-06-29	106
1937-06-30	95
1937-07-01	85
1937-07-02	80.5
1937-07-03	80.5
1937-07-04	83
1937-07-05	85
1937-07-06	117
1937-07-07	103
1937-07-08	87.5
1937-07-09	95
1937-07-10	85
1937-07-11	138
1937-07-12	114
1937-07-13	120
1937-07-14	165
1937-07-15	123
1937-07-16	90
1937-07-17	80.5
1937-07-18	73.5
1937-07-19	73.5
1937-07-20	73.5
1937-07-21	69
1937-07-22	65
1937-07-23	73.5
1937-07-24	83
1937-07-25	76
1937-07-26	78
1937-07-27	78
1937-07-28	62.5
1937-07-29	80.5
1937-07-30	62.5
1937-07-31	54
1937-08-01	52
1937-08-02	103
1937-08-03	78
1937-08-04	62.5
1937-08-05	56
1937-08-06	80.5
1937-08-07	92.5
1937-08-08	78
1937-08-09	83
1937-08-10	69
1937-08-11	76
1937-08-12	90
1937-08-13	103.5
1937-08-14	155
1937-08-15	135
1937-08-16	111.5
1937-08-17	237
1937-08-18	176
1937-08-19	117
1937-08-20	95
1937-08-21	83
1937-08-22	85
1937-08-23	111.5
1937-08-24	132
1937-08-25	103
1937-08-26	85
1937-08-27	87.5
1937-08-28	80.5
1937-08-29	95
1937-08-30	114
1937-08-31	114
1937-09-01	126
1937-09-02	108.5
1937-09-03	92.5
1937-09-04	96
1937-09-05	198
1937-09-06	123
1937-09-07	100.5
1937-09-08	83
1937-09-09	76
1937-09-10	71.5
1937-09-11	69
1937-09-12	65
1937-09-13	65
1937-09-14	62.5
1937-09-15	58
1937-09-16	56
1937-09-17	54
1937-09-18	53
1937-09-19	54
1937-09-20	63
1937-09-21	60.5
1937-09-22	65
1937-09-23	67
1937-09-24	77.5
1937-09-25	117
1937-09-26	71.5
1937-09-27	232
1937-09-28	238
1937-09-29	172
1937-09-30	234
1937-10-01	545
1937-10-02	219
1937-10-03	132
1937-10-04	126
1937-10-05	111.5
1937-10-06	111.5
1937-10-07	126
1937-10-08	111.5
1937-10-09	135
1937-10-10	151
1937-10-11	135
1937-10-12	183
1937-10-13	262
1937-10-14	155
1937-10-15	123
1937-10-16	120
1937-10-17	114
1937-10-18	111.5
1937-10-19	149
1937-10-20	129
1937-10-21	98
1937-10-22	87.5
1937-10-23	83
1937-10-24	78
1937-10-25	76
1937-10-26	76
1937-10-27	78
1937-10-28	71.5
1937-10-29	73.5
1937-10-30	73.5
1937-10-31	92.5
1937-11-01	103
1937-11-02	111.5
1937-11-03	85
1937-11-04	98
1937-11-05	148
1937-11-06	142
1937-11-07	127
1937-11-08	132
1937-11-09	151
1937-11-10	210
1937-11-11	158
1937-11-12	123
1937-11-13	100.5
1937-11-14	92.5
1937-11-15	111.5
1937-11-16	210
1937-11-17	238
1937-11-18	252
1937-11-19	151
1937-11-20	135
1937-11-21	120
1937-11-22	111.5
1937-11-23	100.5
1937-11-24	111.5
1937-11-25	120
1937-11-26	111.5
1937-11-27	114
1937-11-28	103
1937-11-29	92.5
1937-11-30	87.5
1937-12-01	87.5
1937-12-02	92.5
1937-12-03	98
1937-12-04	92.5
1937-12-05	85
1937-12-06	78
1937-12-07	73.5
1937-12-08	73.5
1937-12-09	73.5
1937-12-10	73.5
1937-12-11	80.5
1937-12-12	76
1937-12-13	71.5
1937-12-14	83
1937-12-15	117
1937-12-16	103
1937-12-17	83
1937-12-18	73.5
1937-12-19	69
1937-12-20	65
1937-12-21	60.5
1937-12-22	58
1937-12-23	56
1937-12-24	56
1937-12-25	54
1937-12-26	52
1937-12-27	51
1937-12-28	50
1937-12-29	48
1937-12-30	46
1937-12-31	46
1938-01-01	45
1938-01-02	44
1938-01-03	43
1938-01-04	42
1938-01-05	43
1938-01-06	40.2
1938-01-07	39.4
1938-01-08	38.6
1938-01-09	37.8
1938-01-10	37
1938-01-11	36.2
1938-01-12	35.4
1938-01-13	34.6
1938-01-14	33.8
1938-01-15	33.8
1938-01-16	33
1938-01-17	32.2
1938-01-18	32.2
1938-01-19	30.6
1938-01-20	30.6
1938-01-21	29
1938-01-22	29
1938-01-23	29
1938-01-24	27.6
1938-01-25	27.6
1938-01-26	26.8
1938-01-27	26.2
1938-01-28	26.2
1938-01-29	26.2
1938-01-30	24.8
1938-01-31	24.8
1938-02-01	34.6
1938-02-02	44
1938-02-03	44
1938-02-04	39.4
1938-02-05	35.4
1938-02-06	33.8
1938-02-07	28.2
1938-02-08	28.2
1938-02-09	26.8
1938-02-10	26.2
1938-02-11	24.1
1938-02-12	23.5
1938-02-13	23.5
1938-02-14	22.9
1938-02-15	20.9
1938-02-16	21.6
1938-02-17	20.9
1938-02-18	20.2
1938-02-19	19.6
1938-02-20	19.6
1938-02-21	19.6
1938-02-22	19
1938-02-23	19
1938-02-24	19
1938-02-25	18.4
1938-02-26	18.4
1938-02-27	18.4
1938-02-28	18.4
1938-03-01	18.4
1938-03-02	18.4
1938-03-03	17.8
1938-03-04	17.8
1938-03-05	16.8
1938-03-06	16.3
1938-03-07	16.3
1938-03-08	15.8
1938-03-09	15.8
1938-03-10	15.8
1938-03-11	15.8
1938-03-12	15.3
1938-03-13	15.8
1938-03-14	15.3
1938-03-15	14.8
1938-03-16	14.8
1938-03-17	14.8
1938-03-18	14.8
1938-03-19	14.8
1938-03-20	14.3
1938-03-21	14.3
1938-03-22	14.3
1938-03-23	14.3
1938-03-24	14.3
1938-03-25	14.3
1938-03-26	14.8
1938-03-27	14.8
1938-03-28	14.3
1938-03-29	14.3
1938-03-30	14.3
1938-03-31	13.8
1938-04-01	13.3
1938-04-02	12.8
1938-04-03	12.8
1938-04-04	12.8
1938-04-05	12.3
1938-04-06	12.3
1938-04-07	12.3
1938-04-08	12.3
1938-04-09	12.3
1938-04-10	12.3
1938-04-11	12.3
1938-04-12	13.3
1938-04-13	14.8
1938-04-14	15.3
1938-04-15	14.3
1938-04-16	15.3
1938-04-17	13.8
1938-04-18	13.8
1938-04-19	13.8
1938-04-20	13.8
1938-04-21	13.8
1938-04-22	13.3
1938-04-23	14.3
1938-04-24	14.8
1938-04-25	17.3
1938-04-26	22.9
1938-04-27	20.2
1938-04-28	17.3
1938-04-29	15.8
1938-04-30	14.3
1938-05-01	13.8
1938-05-02	16.8
1938-05-03	52
1938-05-04	85
1938-05-05	71.5
1938-05-06	50
1938-05-07	76.5
1938-05-08	56
1938-05-09	71.5
1938-05-10	83
1938-05-11	50
1938-05-12	36.2
1938-05-13	38.6
1938-05-14	26.2
1938-05-15	46
1938-05-16	32.2
1938-05-17	24.1
1938-05-18	22.3
1938-05-19	48
1938-05-20	71.5
1938-05-21	76
1938-05-22	46
1938-05-23	56
1938-05-24	98
1938-05-25	49
1938-05-26	42
1938-05-27	83
1938-05-28	78
1938-05-29	71.5
1938-05-30	87.5
1938-05-31	76
1938-06-01	65
1938-06-02	98
1938-06-03	120
1938-06-04	76
1938-06-05	54
1938-06-06	55
1938-06-07	142
1938-06-08	148
1938-06-09	78
1938-06-10	145
1938-06-11	108.5
1938-06-12	95
1938-06-13	106
1938-06-14	90
1938-06-15	71.5
1938-06-16	65
1938-06-17	71.5
1938-06-18	99
1938-06-19	198
1938-06-20	202
1938-06-21	120
1938-06-22	80.5
1938-06-23	69
1938-06-24	71.5
1938-06-25	83
1938-06-26	67
1938-06-27	54
1938-06-28	47
1938-06-29	41.2
1938-06-30	84
1938-07-01	90
1938-07-02	62.5
1938-07-03	58
1938-07-04	62.5
1938-07-05	58
1938-07-06	50
1938-07-07	67
1938-07-08	53
1938-07-09	60.5
1938-07-10	53
1938-07-11	49
1938-07-12	56
1938-07-13	76
1938-07-14	62.5
1938-07-15	65
1938-07-16	71.5
1938-07-17	53
1938-07-18	69
1938-07-19	80.5
1938-07-20	73.5
1938-07-21	150
1938-07-22	103
1938-07-23	80.5
1938-07-24	69
1938-07-25	65
1938-07-26	76
1938-07-27	73.5
1938-07-28	58
1938-07-29	52
1938-07-30	47
1938-07-31	52
1938-08-01	52
1938-08-02	52
1938-08-03	76
1938-08-04	56
1938-08-05	48
1938-08-06	51
1938-08-07	44
1938-08-08	39.4
1938-08-09	37
1938-08-10	38.6
1938-08-11	50
1938-08-12	42
1938-08-13	40.2
1938-08-14	42
1938-08-15	40.2
1938-08-16	37.8
1938-08-17	39.4
1938-08-18	38.6
1938-08-19	35.4
1938-08-20	32.2
1938-08-21	30.6
1938-08-22	42
1938-08-23	39.4
1938-08-24	47
1938-08-25	60.5
1938-08-26	65
1938-08-27	55
1938-08-28	52
1938-08-29	42
1938-08-30	37.8
1938-08-31	35.4
1938-09-01	65
1938-09-02	65
1938-09-03	162
1938-09-04	76
1938-09-05	114
1938-09-06	123
1938-09-07	98
1938-09-08	80.5
1938-09-09	92.5
1938-09-10	120
1938-09-11	205
1938-09-12	232
1938-09-13	108.5
1938-09-14	114
1938-09-15	85
1938-09-16	133
1938-09-17	111.5
1938-09-18	80.5
1938-09-19	65
1938-09-20	65
1938-09-21	98
1938-09-22	85
1938-09-23	83
1938-09-24	80.5
1938-09-25	67
1938-09-26	60.5
1938-09-27	73.5
1938-09-28	111
1938-09-29	80.5
1938-09-30	184
